disease_id,disease_name,cell_id,cell_name,tissue_id,tissue_name,drug_id,drug_name,mir_id,mir_name,pub_id,pmid,detail
45,"colorectal cancer",4,HCT116,23,"digestive system",14,oxaliplatin,200,miR-625-3p,94,23506979,"High expression of microRNA-625-3p is associated with poor response to first-line oxaliplatin based treatment of metastatic colorectal cancer."
45,"colorectal cancer",4,HCT116,23,"digestive system",200,multidrug,158,miR-1915,121,22121083,"miR-1915 had the lowest expression ofmiRNA in HCT116/L-OHP cells compared to its parental cells."
45,"colorectal cancer",4,HCT116,23,"digestive system",200,multidrug,57,miR-222,141,22677042,"MiR-222 modulates multidrug resistance in human colorectal carcinoma by down-regulating ADAM-17."
45,"colorectal cancer",4,HCT116,23,"digestive system",9,Fluorouracil,39,miR-10b,149,22322955,"the overexpression of miR-10b confers chemoresistance in colorectal cancer cells to 5-FU"
45,"colorectal cancer",4,HCT116,23,"digestive system",200,multidrug,154,miR-297,150,22676135,"ectopic expression of miR-297 in MDR colorectal carcinoma cells reduced MRP-2 protein level andsensitized these cells to anti-cancer drugs"
45,"colorectal cancer",4,HCT116,23,"digestive system",9,Fluorouracil,75,miR-143,304,19843160,"MicroRNA-143 reduces viability and increases sensitivity to 5-fluorouracil in HCT116 human colorectal cancer cells."
45,"colorectal cancer",13,HT29,23,"digestive system",14,oxaliplatin,47,miR-203,38,24145123,"miR-203 induces oxaliplatin resistance in colorectal cancer cells by negatively regulating ATM kinase."
45,"colorectal cancer",5,LoVo,23,"digestive system",14,oxaliplatin,200,miR-625-3p,94,23506979,"High expression of microRNA-625-3p is associated with poor response to first-line oxaliplatin based treatment of metastatic colorectal cancer."
45,"colorectal cancer",5,LoVo,23,"digestive system",9,Fluorouracil,32,miR-192,257,20647341,"miR-192/miR-215 influence 5-fluorouracil resistance through cell cycle-mediated mechanisms complementary to its post-transcriptional thymidilate synthase regulation."
45,"colorectal cancer",5,LoVo,23,"digestive system",9,Fluorouracil,53,miR-215,257,20647341,"miR-192/miR-215 influence 5-fluorouracil resistance through cell cycle-mediated mechanisms complementary to its post-transcriptional thymidilate synthase regulation."
45,"colorectal cancer",23,SW620,23,"digestive system",9,Fluorouracil,10,miR-20a,229,21242194,"overexpression ofmiR-20a conferred resistance to 5-FU, L-OHP, and VM-26. High expression levels of miR-20a result in chemotherapeutic resistance, while low expression levels lead to sensitivity."
45,"colorectal cancer",23,SW620,23,"digestive system",14,oxaliplatin,10,miR-20a,229,21242194,"overexpression ofmiR-20a conferred resistance to 5-FU, L-OHP, and VM-26. High expression levels of miR-20a result in chemotherapeutic resistance, while low expression levels lead to sensitivity."
45,"colorectal cancer",23,SW620,23,"digestive system",53,teniposide,10,miR-20a,229,21242194,"overexpression ofmiR-20a conferred resistance to 5-FU, L-OHP, and VM-26. High expression levels of miR-20a result in chemotherapeutic resistance, while low expression levels lead to sensitivity."
45,"colorectal cancer",23,SW620,23,"digestive system",9,Fluorouracil,11,miR-21,239,21078976,"MicroRNA-21 induces resistance to 5-fluorouracil by down-regulating human DNA MutS homolog 2 (hMSH2)."
53,"endometrial cancer",123,HEC1A,22,endometrium,2,cisplatin,61,miR-200b,302,22194984,"A miR-200b/200c/429-binding site polymorphism in the 3' untranslated region of the AP-2"
53,"endometrial cancer",123,HEC1A,22,endometrium,2,cisplatin,91,miR-200c,302,22194984,"A miR-200b/200c/429-binding site polymorphism in the 3' untranslated region of the AP-2"
53,"endometrial cancer",123,HEC1A,22,endometrium,2,cisplatin,118,miR-429,302,22194984,"A miR-200b/200c/429-binding site polymorphism in the 3' untranslated region of the AP-2"
35,"germ cell tumor",170,2102EP,33,"germ cell ",2,cisplatin,27,miR-99a,220,21575166,"for the first time an association of the up-regulation of micro-RNA species such as hsa-miR-512-3p/-515/-517/-518/-525 and down-regulation of hsa-miR-99a/-100/-145 with a cisplatin resistant phenotype in human germ cell tumors."
35,"germ cell tumor",170,2102EP,33,"germ cell ",2,cisplatin,28,miR-100,220,21575166,"for the first time an association of the up-regulation of micro-RNA species such as hsa-miR-512-3p/-515/-517/-518/-525 and down-regulation of hsa-miR-99a/-100/-145 with a cisplatin resistant phenotype in human germ cell tumors."
35,"germ cell tumor",170,2102EP,33,"germ cell ",2,cisplatin,77,miR-145,220,21575166,"for the first time an association of the up-regulation of micro-RNA species such as hsa-miR-512-3p/-515/-517/-518/-525 and down-regulation of hsa-miR-99a/-100/-145 with a cisplatin resistant phenotype in human germ cell tumors."
35,"germ cell tumor",170,2102EP,33,"germ cell ",2,cisplatin,187,miR-512-3p,220,21575166,"for the first time an association of the up-regulation of micro-RNA species such as hsa-miR-512-3p/-515/-517/-518/-525 and down-regulation of hsa-miR-99a/-100/-145 with a cisplatin resistant phenotype in human germ cell tumors."
35,"germ cell tumor",170,2102EP,33,"germ cell ",2,cisplatin,217,miR-515,220,21575166,"for the first time an association of the up-regulation of micro-RNA species such as hsa-miR-512-3p/-515/-517/-518/-525 and down-regulation of hsa-miR-99a/-100/-145 with a cisplatin resistant phenotype in human germ cell tumors."
35,"germ cell tumor",170,2102EP,33,"germ cell ",2,cisplatin,188,miR-517,220,21575166,"for the first time an association of the up-regulation of micro-RNA species such as hsa-miR-512-3p/-515/-517/-518/-525 and down-regulation of hsa-miR-99a/-100/-145 with a cisplatin resistant phenotype in human germ cell tumors."
35,"germ cell tumor",170,2102EP,33,"germ cell ",2,cisplatin,218,miR-518,220,21575166,"for the first time an association of the up-regulation of micro-RNA species such as hsa-miR-512-3p/-515/-517/-518/-525 and down-regulation of hsa-miR-99a/-100/-145 with a cisplatin resistant phenotype in human germ cell tumors."
35,"germ cell tumor",170,2102EP,33,"germ cell ",2,cisplatin,131,miR-525a,220,21575166,"for the first time an association of the up-regulation of micro-RNA species such as hsa-miR-512-3p/-515/-517/-518/-525 and down-regulation of hsa-miR-99a/-100/-145 with a cisplatin resistant phenotype in human germ cell tumors."
35,"germ cell tumor",266,NCCITR,33,"germ cell ",2,cisplatin,27,miR-99a,220,21575166,"for the first time an association of the up-regulation of micro-RNA species such as hsa-miR-512-3p/-515/-517/-518/-525 and down-regulation of hsa-miR-99a/-100/-145 with a cisplatin resistant phenotype in human germ cell tumors."
35,"germ cell tumor",266,NCCITR,33,"germ cell ",2,cisplatin,28,miR-100,220,21575166,"for the first time an association of the up-regulation of micro-RNA species such as hsa-miR-512-3p/-515/-517/-518/-525 and down-regulation of hsa-miR-99a/-100/-145 with a cisplatin resistant phenotype in human germ cell tumors."
35,"germ cell tumor",266,NCCITR,33,"germ cell ",2,cisplatin,77,miR-145,220,21575166,"for the first time an association of the up-regulation of micro-RNA species such as hsa-miR-512-3p/-515/-517/-518/-525 and down-regulation of hsa-miR-99a/-100/-145 with a cisplatin resistant phenotype in human germ cell tumors."
35,"germ cell tumor",266,NCCITR,33,"germ cell ",2,cisplatin,187,miR-512-3p,220,21575166,"for the first time an association of the up-regulation of micro-RNA species such as hsa-miR-512-3p/-515/-517/-518/-525 and down-regulation of hsa-miR-99a/-100/-145 with a cisplatin resistant phenotype in human germ cell tumors."
35,"germ cell tumor",266,NCCITR,33,"germ cell ",2,cisplatin,217,miR-515,220,21575166,"for the first time an association of the up-regulation of micro-RNA species such as hsa-miR-512-3p/-515/-517/-518/-525 and down-regulation of hsa-miR-99a/-100/-145 with a cisplatin resistant phenotype in human germ cell tumors."
35,"germ cell tumor",266,NCCITR,33,"germ cell ",2,cisplatin,188,miR-517,220,21575166,"for the first time an association of the up-regulation of micro-RNA species such as hsa-miR-512-3p/-515/-517/-518/-525 and down-regulation of hsa-miR-99a/-100/-145 with a cisplatin resistant phenotype in human germ cell tumors."
35,"germ cell tumor",266,NCCITR,33,"germ cell ",2,cisplatin,218,miR-518,220,21575166,"for the first time an association of the up-regulation of micro-RNA species such as hsa-miR-512-3p/-515/-517/-518/-525 and down-regulation of hsa-miR-99a/-100/-145 with a cisplatin resistant phenotype in human germ cell tumors."
35,"germ cell tumor",266,NCCITR,33,"germ cell ",2,cisplatin,131,miR-525a,220,21575166,"for the first time an association of the up-regulation of micro-RNA species such as hsa-miR-512-3p/-515/-517/-518/-525 and down-regulation of hsa-miR-99a/-100/-145 with a cisplatin resistant phenotype in human germ cell tumors."
35,"germ cell tumor",270,NTERA2R,33,"germ cell ",2,cisplatin,27,miR-99a,220,21575166,"for the first time an association of the up-regulation of micro-RNA species such as hsa-miR-512-3p/-515/-517/-518/-525 and down-regulation of hsa-miR-99a/-100/-145 with a cisplatin resistant phenotype in human germ cell tumors."
35,"germ cell tumor",270,NTERA2R,33,"germ cell ",2,cisplatin,28,miR-100,220,21575166,"for the first time an association of the up-regulation of micro-RNA species such as hsa-miR-512-3p/-515/-517/-518/-525 and down-regulation of hsa-miR-99a/-100/-145 with a cisplatin resistant phenotype in human germ cell tumors."
35,"germ cell tumor",270,NTERA2R,33,"germ cell ",2,cisplatin,77,miR-145,220,21575166,"for the first time an association of the up-regulation of micro-RNA species such as hsa-miR-512-3p/-515/-517/-518/-525 and down-regulation of hsa-miR-99a/-100/-145 with a cisplatin resistant phenotype in human germ cell tumors."
35,"germ cell tumor",270,NTERA2R,33,"germ cell ",2,cisplatin,187,miR-512-3p,220,21575166,"for the first time an association of the up-regulation of micro-RNA species such as hsa-miR-512-3p/-515/-517/-518/-525 and down-regulation of hsa-miR-99a/-100/-145 with a cisplatin resistant phenotype in human germ cell tumors."
35,"germ cell tumor",270,NTERA2R,33,"germ cell ",2,cisplatin,217,miR-515,220,21575166,"for the first time an association of the up-regulation of micro-RNA species such as hsa-miR-512-3p/-515/-517/-518/-525 and down-regulation of hsa-miR-99a/-100/-145 with a cisplatin resistant phenotype in human germ cell tumors."
35,"germ cell tumor",270,NTERA2R,33,"germ cell ",2,cisplatin,188,miR-517,220,21575166,"for the first time an association of the up-regulation of micro-RNA species such as hsa-miR-512-3p/-515/-517/-518/-525 and down-regulation of hsa-miR-99a/-100/-145 with a cisplatin resistant phenotype in human germ cell tumors."
35,"germ cell tumor",270,NTERA2R,33,"germ cell ",2,cisplatin,218,miR-518,220,21575166,"for the first time an association of the up-regulation of micro-RNA species such as hsa-miR-512-3p/-515/-517/-518/-525 and down-regulation of hsa-miR-99a/-100/-145 with a cisplatin resistant phenotype in human germ cell tumors."
35,"germ cell tumor",270,NTERA2R,33,"germ cell ",2,cisplatin,131,miR-525a,220,21575166,"for the first time an association of the up-regulation of micro-RNA species such as hsa-miR-512-3p/-515/-517/-518/-525 and down-regulation of hsa-miR-99a/-100/-145 with a cisplatin resistant phenotype in human germ cell tumors."
35,"germ cell tumor",170,2102EP,33,"germ cell ",2,cisplatin,95,miR-106b,250,20811155,"in EC cell lines and human tumor tissue that high cytoplasmic p21 expression and cisplatin resistance of EC were inversely associated with the expression of Oct4 and miR-106b seed family members."
60,"acute lymphoblastic leukemia",157,SUPB15,31,"haematopoietic and lymphoid tissue",37,dexamethasone,7,miR-17,145,22475310,"The loss of miR17 family expression and concomitant increases in the miR17 target Bim occurred in an additional ALL cell line SUP-B15 but not in the dexamethasone-resistant REH"
60,"acute lymphoblastic leukemia",287,RS4,31,"haematopoietic and lymphoid tissue",37,dexamethasone,93,miR-128-2,273,19749093,"down-regulation of miR-128b and miR-221 is implicated in glucocorticoid resistance and that restoration of their levels is a potentially promising therapeutic in MLL-AF4 ALL."
60,"acute lymphoblastic leukemia",287,RS4,31,"haematopoietic and lymphoid tissue",37,dexamethasone,56,miR-221,273,19749093,"down-regulation of miR-128b and miR-221 is implicated in glucocorticoid resistance and that restoration of their levels is a potentially promising therapeutic in MLL-AF4 ALL."
60,"acute lymphoblastic leukemia",945,"clinical samples",31,"haematopoietic and lymphoid tissue",16,vincristine,176,miR-125b,63,23915977,"MicroRNA-125b (miR-125b), miR-99a and miR-100 are overexpressed in vincristine-resistantacute lymphoblastic leukemia (ALL)."
60,"acute lymphoblastic leukemia",945,"clinical samples",31,"haematopoietic and lymphoid tissue",16,vincristine,27,miR-99a,63,23915977,"MicroRNA-125b (miR-125b), miR-99a and miR-100 are overexpressed in vincristine-resistantacute lymphoblastic leukemia (ALL)."
60,"acute lymphoblastic leukemia",945,"clinical samples",31,"haematopoietic and lymphoid tissue",16,vincristine,28,miR-100,63,23915977,"MicroRNA-125b (miR-125b), miR-99a and miR-100 are overexpressed in vincristine-resistantacute lymphoblastic leukemia (ALL)."
60,"acute lymphoblastic leukemia",945,"clinical samples",31,"haematopoietic and lymphoid tissue",16,vincristine,176,miR-125b,225,21242186,"Resistance to vincristine and daunorubicin was characterized by an approximately 20-fold up-regulation of miR-125b, miR-99a and miR-100 (P(FDR)"
60,"acute lymphoblastic leukemia",945,"clinical samples",31,"haematopoietic and lymphoid tissue",16,vincristine,27,miR-99a,225,21242186,"Resistance to vincristine and daunorubicin was characterized by an approximately 20-fold up-regulation of miR-125b, miR-99a and miR-100 (P(FDR)"
60,"acute lymphoblastic leukemia",945,"clinical samples",31,"haematopoietic and lymphoid tissue",16,vincristine,28,miR-100,225,21242186,"Resistance to vincristine and daunorubicin was characterized by an approximately 20-fold up-regulation of miR-125b, miR-99a and miR-100 (P(FDR)"
60,"acute lymphoblastic leukemia",945,"clinical samples",31,"haematopoietic and lymphoid tissue",57,daunorubicin,176,miR-125b,225,21242186,"Resistance to vincristine and daunorubicin was characterized by an approximately 20-fold up-regulation of miR-125b, miR-99a and miR-100 (P(FDR)"
60,"acute lymphoblastic leukemia",945,"clinical samples",31,"haematopoietic and lymphoid tissue",57,daunorubicin,27,miR-99a,225,21242186,"Resistance to vincristine and daunorubicin was characterized by an approximately 20-fold up-regulation of miR-125b, miR-99a and miR-100 (P(FDR)"
60,"acute lymphoblastic leukemia",945,"clinical samples",31,"haematopoietic and lymphoid tissue",57,daunorubicin,28,miR-100,225,21242186,"Resistance to vincristine and daunorubicin was characterized by an approximately 20-fold up-regulation of miR-125b, miR-99a and miR-100 (P(FDR)"
48,"Acute myeloid leukemia",273,OCIAML3,31,"haematopoietic and lymphoid tissue",18,cytarabine,163,let-7a,91,23676502,"Xenografts of primary human AML cells engineered to overexpress let-7a exhibited enhancedsensitivity to cytarabine"
47,"chronic myelogenous leukemia",945,"clinical samples",31,"haematopoietic and lymphoid tissue",5,imatinib,46,miR-199b,15,24680705,"Down-regulation of miR-199b associated with imatinib drug resistance in 9q34.1 deleted BCR/ABL positive CML patients"
51,"diffuse large B-cell lymphoma",189,CRL2631,31,"haematopoietic and lymphoid tissue",55,prednisone,11,miR-21,113,23275230,"miR-21 impacts the PI3K/AKT signaling pathway through the regulation of PTEN, thereby affecting cellular sensitivity to the CHOP chemotherapeutic regimen"
58,"hematological malignancies",NULL,NULL,31,"haematopoietic and lymphoid tissue",37,dexamethasone,101,miR-130b,215,21761344,"we examined miRNAs that have complimentary binding sites in the 3'-UTR of GR-"
58,"hematological malignancies",NULL,NULL,31,"haematopoietic and lymphoid tissue",37,dexamethasone,41,miR-181a,215,21761344,"we examined miRNAs that have complimentary binding sites in the 3'-UTR of GR-"
58,"hematological malignancies",NULL,NULL,31,"haematopoietic and lymphoid tissue",37,dexamethasone,143,miR-636,215,21761344,"we examined miRNAs that have complimentary binding sites in the 3'-UTR of GR-"
49,"promyelocytic leukemia",141,NB4,31,"haematopoietic and lymphoid tissue",24,Tretinoin,176,miR-125b,212,21880154,"miR-125b expression was slightly up-regulated in four drug-resistant cell lines, including HL60/DOX, K562/DOX (subclone of K562 with doxorubicin-resistance) and NB4-R1, as well as NB4-R2"
25,leukemia,306,"THP 1",31,"haematopoietic and lymphoid tissue",57,daunorubicin,176,miR-125b,22,24604579,"microRNA 125b promotes leukemia cell resistance to daunorubicin by inhibiting apoptosis."
33,Myeloma,NULL,NULL,31,"haematopoietic and lymphoid tissue",37,dexamethasone,176,miR-125b,85,23759586,"dexamethasone-induced miR-125b induces cell death resistancemechanisms"
33,Myeloma,660,MM.1S,31,"haematopoietic and lymphoid tissue",37,dexamethasone,176,miR-125b,85,23759586,"dexamethasone-induced miR-125b induces cell death resistancemechanisms"
33,Myeloma,660,MM.1S,31,"haematopoietic and lymphoid tissue",37,dexamethasone,180,miR-142-5p,165,22260163,"Triptolide enhances the sensitivity of multiple myeloma cells to dexamethasone via microRNAs."
33,Myeloma,660,MM.1S,31,"haematopoietic and lymphoid tissue",37,dexamethasone,41,miR-181a,165,22260163,"Triptolide enhances the sensitivity of multiple myeloma cells to dexamethasone via microRNAs."
16,"epidermoid carcinoma",78,RPMI2650,10,"head and neck",2,cisplatin,40,miR-34a,151,22624980,"miR-34a is downregulated in cis-diamminedichloroplatinum treated sinonasal squamous cell carcinoma patients with poor prognosis."
1,"head and neck squamous cell cancer",169,1Cc8SCC1,10,"head and neck",30,cetuximab,51,miR-212,252,20856931,"Increased expression of HB-EGF due to down-regulation of miR-212 is a possible mechanism of cetuximab resistance."
1,"head and neck squamous cell cancer",298,SQ20B,10,"head and neck",200,multidrug,28,miR-100,214,21560177,"Resistant cells showed significant downregulation of miR-100, miR-130a, and miR-197 and upregulation in miR-101, miR-181b, miR-181d, and miR-195 expression when compared with their parent cells (p < .01)."
1,"head and neck squamous cell cancer",298,SQ20B,10,"head and neck",200,multidrug,70,miR-130a,214,21560177,"Resistant cells showed significant downregulation of miR-100, miR-130a, and miR-197 and upregulation in miR-101, miR-181b, miR-181d, and miR-195 expression when compared with their parent cells (p < .01)."
1,"head and neck squamous cell cancer",298,SQ20B,10,"head and neck",200,multidrug,33,miR-197,214,21560177,"Resistant cells showed significant downregulation of miR-100, miR-130a, and miR-197 and upregulation in miR-101, miR-181b, miR-181d, and miR-195 expression when compared with their parent cells (p < .01)."
1,"head and neck squamous cell cancer",298,SQ20B,10,"head and neck",200,multidrug,29,miR-101,214,21560177,"Resistant cells showed significant downregulation of miR-100, miR-130a, and miR-197 and upregulation in miR-101, miR-181b, miR-181d, and miR-195 expression when compared with their parent cells (p < .01)."
1,"head and neck squamous cell cancer",298,SQ20B,10,"head and neck",200,multidrug,43,miR-181b,214,21560177,"Resistant cells showed significant downregulation of miR-100, miR-130a, and miR-197 and upregulation in miR-101, miR-181b, miR-181d, and miR-195 expression when compared with their parent cells (p < .01)."
1,"head and neck squamous cell cancer",298,SQ20B,10,"head and neck",200,multidrug,129,miR-181d,214,21560177,"Resistant cells showed significant downregulation of miR-100, miR-130a, and miR-197 and upregulation in miR-101, miR-181b, miR-181d, and miR-195 expression when compared with their parent cells (p < .01)."
1,"head and neck squamous cell cancer",298,SQ20B,10,"head and neck",200,multidrug,89,miR-195,214,21560177,"Resistant cells showed significant downregulation of miR-100, miR-130a, and miR-197 and upregulation in miR-101, miR-181b, miR-181d, and miR-195 expression when compared with their parent cells (p < .01)."
1,"head and neck squamous cell cancer",311,UMSCC1,10,"head and neck",200,multidrug,28,miR-100,214,21560177,"Resistant cells showed significant downregulation of miR-100, miR-130a, and miR-197 and upregulation in miR-101, miR-181b, miR-181d, and miR-195 expression when compared with their parent cells (p < .01)."
1,"head and neck squamous cell cancer",311,UMSCC1,10,"head and neck",200,multidrug,70,miR-130a,214,21560177,"Resistant cells showed significant downregulation of miR-100, miR-130a, and miR-197 and upregulation in miR-101, miR-181b, miR-181d, and miR-195 expression when compared with their parent cells (p < .01)."
1,"head and neck squamous cell cancer",311,UMSCC1,10,"head and neck",200,multidrug,33,miR-197,214,21560177,"Resistant cells showed significant downregulation of miR-100, miR-130a, and miR-197 and upregulation in miR-101, miR-181b, miR-181d, and miR-195 expression when compared with their parent cells (p < .01)."
1,"head and neck squamous cell cancer",311,UMSCC1,10,"head and neck",200,multidrug,29,miR-101,214,21560177,"Resistant cells showed significant downregulation of miR-100, miR-130a, and miR-197 and upregulation in miR-101, miR-181b, miR-181d, and miR-195 expression when compared with their parent cells (p < .01)."
1,"head and neck squamous cell cancer",311,UMSCC1,10,"head and neck",200,multidrug,43,miR-181b,214,21560177,"Resistant cells showed significant downregulation of miR-100, miR-130a, and miR-197 and upregulation in miR-101, miR-181b, miR-181d, and miR-195 expression when compared with their parent cells (p < .01)."
1,"head and neck squamous cell cancer",311,UMSCC1,10,"head and neck",200,multidrug,129,miR-181d,214,21560177,"Resistant cells showed significant downregulation of miR-100, miR-130a, and miR-197 and upregulation in miR-101, miR-181b, miR-181d, and miR-195 expression when compared with their parent cells (p < .01)."
1,"head and neck squamous cell cancer",311,UMSCC1,10,"head and neck",200,multidrug,89,miR-195,214,21560177,"Resistant cells showed significant downregulation of miR-100, miR-130a, and miR-197 and upregulation in miR-101, miR-181b, miR-181d, and miR-195 expression when compared with their parent cells (p < .01)."
69,"omental tumor",945,"clinical samples",10,"head and neck",36,carboplatin,11,miR-21,59,23672416,"significant up-regulation of miRNA-21 and miRNA-214 in tumor cells from ascites of patients with EOC compared to omental metastasis. This finding has important implications for intrinsic carboplatin resistance in these patients."
69,"omental tumor",945,"clinical samples",10,"head and neck",36,carboplatin,52,miR-214,59,23672416,"significant up-regulation of miRNA-21 and miRNA-214 in tumor cells from ascites of patients with EOC compared to omental metastasis. This finding has important implications for intrinsic carboplatin resistance in these patients."
74,"tongue squamous cell carcinoma",39,CAL27,10,"head and neck",2,cisplatin,41,miR-181a,51,24148247,"cisplatin-induced chemoresistance in TSCC cell lines underwent EMT (epithelial-mesenchymal transition) and was accompanied by enhancing metastatic potential (migration and invasion in vitro), miR-181a downregulation and Twist1 upregulation."
74,"tongue squamous cell carcinoma",81,SCC15,10,"head and neck",2,cisplatin,41,miR-181a,51,24148247,"cisplatin-induced chemoresistance in TSCC cell lines underwent EMT (epithelial-mesenchymal transition) and was accompanied by enhancing metastatic potential (migration and invasion in vitro), miR-181a downregulation and Twist1 upregulation."
74,"tongue squamous cell carcinoma",302,Tca8113,10,"head and neck",2,cisplatin,52,miR-214,268,20219416,"miR-214 and -23a were found increased as withchemoresistance against cisplatin in the Tca/cisplatin cells while miR-21 was found decreased as withchemosensitivity for cisplatin in the Tca/cisplatin cells."
74,"tongue squamous cell carcinoma",302,Tca8113,10,"head and neck",2,cisplatin,13,miR-23a,268,20219416,"miR-214 and -23a were found increased as withchemoresistance against cisplatin in the Tca/cisplatin cells while miR-21 was found decreased as withchemosensitivity for cisplatin in the Tca/cisplatin cells."
18,"colon cancer",89,SW1116,18,"large intestine",19,Camptothecin,136,miR-506,199,22036718,"miR-506 over-expression in established HCPT-resistant colon cancer cell line confers resistance to HCPT by inhibiting PPAR"
45,"colorectal cancer",99,Caco2,18,"large intestine",4,methotrexate,60,miR-224,196,21864507,"Underexpression of miR-224 in methotrexate resistant human colon cancer cells"
45,"colorectal cancer",27,DLD1,18,"large intestine",9,Fluorouracil,77,miR-145,40,24447928,"Extracellular disposal of tumor-suppressor miRs-145 and -34a via microvesicles and 5-FU resistanceof human colon cancer cells."
45,"colorectal cancer",27,DLD1,18,"large intestine",9,Fluorouracil,40,miR-34a,40,24447928,"Extracellular disposal of tumor-suppressor miRs-145 and -34a via microvesicles and 5-FU resistanceof human colon cancer cells."
45,"colorectal cancer",27,DLD1,18,"large intestine",9,Fluorouracil,164,miR-19b,156,22382630,"In response to 5-FU, miR-19b and miR-21 were over-expressed in 5-FU-resistantcells."
45,"colorectal cancer",27,DLD1,18,"large intestine",9,Fluorouracil,40,miR-34a,303,21067862,"Dysregulation of microRNA-34a expression causes drug-resistance to 5-FU in human colon cancer DLD-1 cells."
18,"colon cancer",122,"HCT 116",18,"large intestine",4,methotrexate,53,miR-215,267,20433742,"despite the down-regulation of DHFR and TS proteins, ectopic expression of miR-215 resulted in a decreased sensitivity to MTX and TDX."
18,"colon cancer",122,"HCT 116",18,"large intestine",50,Raltitrexed,53,miR-215,267,20433742,"despite the down-regulation of DHFR and TS proteins, ectopic expression of miR-215 resulted in a decreased sensitivity to MTX and TDX."
18,"colon cancer",122,"HCT 116",18,"large intestine",4,methotrexate,73,miR-140,272,19734943,"Tumor cells ectopically transfected with miR-140 were more resistant to methotrexate and 5-fluorouracil (5-FU). Overexpression ofmiR-140 inhibited cell proliferation in both osteosarcoma U-2 OS (wt-p53) and colon cancer HCT 116 (wt-p53) cell lines"
18,"colon cancer",122,"HCT 116",18,"large intestine",9,Fluorouracil,73,miR-140,272,19734943,"Tumor cells ectopically transfected with miR-140 were more resistant to methotrexate and 5-fluorouracil (5-FU). Overexpression ofmiR-140 inhibited cell proliferation in both osteosarcoma U-2 OS (wt-p53) and colon cancer HCT 116 (wt-p53) cell lines"
45,"colorectal cancer",105,SW480,18,"large intestine",9,Fluorouracil,17,miR-27a,71,23471840,"RNA-interference and transfection with ZBTB10-expression plasmid demonstrated that MDR1 was regulated by Sp1 and Sp3 and the disruption of the miR-27a-ZBTB10-Sp axis."
18,"colon cancer",657,KM12C,18,"large intestine",9,Fluorouracil,164,miR-19b,156,22382630,"In response to 5-FU, miR-19b and miR-21 were over-expressed in 5-FU-resistantcells."
45,"colorectal cancer",44,colo205,18,"large intestine",38,vemurafenib,77,miR-145,26,24248543,"Overexpression of miR-145 increases the sensitivity of vemurafenib in drug-resistant colo205 cellline."
45,"colorectal cancer",77,RKO,18,"large intestine",14,oxaliplatin,47,miR-203,38,24145123,"miR-203 induces oxaliplatin resistance in colorectal cancer cells by negatively regulating ATM kinase."
45,"colorectal cancer",77,RKO,18,"large intestine",9,Fluorouracil,32,miR-192,257,20647341,"miR-192/miR-215 influence 5-fluorouracil resistance through cell cycle-mediated mechanisms complementary to its post-transcriptional thymidilate synthase regulation."
45,"colorectal cancer",77,RKO,18,"large intestine",9,Fluorouracil,53,miR-215,257,20647341,"miR-192/miR-215 influence 5-fluorouracil resistance through cell cycle-mediated mechanisms complementary to its post-transcriptional thymidilate synthase regulation."
45,"colorectal cancer",117,Colo320,18,"large intestine",9,Fluorouracil,40,miR-34a,72,24009080,"ectopic expression of c-Kit conferred resistanceof colorectal cancer (CRC) cells to treatment with 5-fluorouracil (5-FU), whereas ectopic miR-34asensitized the cells to 5-FU."
45,"colorectal cancer",117,Colo320,18,"large intestine",9,Fluorouracil,11,miR-21,239,21078976,"MicroRNA-21 induces resistance to 5-fluorouracil by down-regulating human DNA MutS homolog 2 (hMSH2)."
45,"colorectal cancer",100,HCT8,18,"large intestine",200,multidrug,171,miR-199a-5p,133,22903020,"The highmiR-199a-5p expression and low CAC1 protein expression reverse the tumor cell drug resistance."
45,"colorectal cancer",100,HCT8,18,"large intestine",200,multidrug,57,miR-222,141,22677042,"MiR-222 modulates multidrug resistance in human colorectal carcinoma by down-regulating ADAM-17."
45,"colorectal cancer",105,SW480,18,"large intestine",14,oxaliplatin,79,miR-153,54,23950211,"miR-153 upregulation increased colorectal cancer invasiveness and resistance to oxaliplatin and cisplatin both in vitro and in vivo."
45,"colorectal cancer",105,SW480,18,"large intestine",2,cisplatin,79,miR-153,54,23950211,"miR-153 upregulation increased colorectal cancer invasiveness and resistance to oxaliplatin and cisplatin both in vitro and in vivo."
45,"colorectal cancer",105,SW480,18,"large intestine",9,Fluorouracil,10,miR-20a,229,21242194,"overexpression ofmiR-20a conferred resistance to 5-FU, L-OHP, and VM-26. High expression levels of miR-20a result in chemotherapeutic resistance, while low expression levels lead to sensitivity."
45,"colorectal cancer",105,SW480,18,"large intestine",14,oxaliplatin,10,miR-20a,229,21242194,"overexpression ofmiR-20a conferred resistance to 5-FU, L-OHP, and VM-26. High expression levels of miR-20a result in chemotherapeutic resistance, while low expression levels lead to sensitivity."
45,"colorectal cancer",105,SW480,18,"large intestine",53,teniposide,10,miR-20a,229,21242194,"overexpression ofmiR-20a conferred resistance to 5-FU, L-OHP, and VM-26. High expression levels of miR-20a result in chemotherapeutic resistance, while low expression levels lead to sensitivity."
